a2cloud_score,Cost(per hour USD),Instance
4.873968021,0.0928,t2.large
6.531882314,0.0832,B2ms
9.609185256,0.095,N1s2
10,0.015,Lin.G
5.085807026,0.1,c4.large
6.01050196,0.085,F2s
9.82956022,0.0709,N1cc
9.945245777,0.045,Lin.C
8.393924483,0.133,r4.large
6.757796071,0.126,E2s
9.645383301,0.1184,N1M2
8.737053065,0.09,Lin.M
4.941731938,0.085,c5.large
6.755322773,0.1,m4.large
5.930597584,0.0464,t2.medium
6.416637707,0.023,t2.small
1,0.0752,t3a.large
1.351579652,0.0376,t3a.medium
3.067805965,0.0188,t3a.small
5.516206383,0.0208,t3.small
4.929266664,0.0928,t2.large
6.678437793,0.0832,B2ms
9.246605955,0.095,N1s2
9.872603012,0.015,Lin.G
4.79142064,0.1,c4.large
6.086843714,0.085,F2s
9.378459461,0.0709,N1cc
10,0.045,Lin.C
7.917066547,0.133,r4.large
6.552767448,0.126,E2s
9.272064745,0.1184,N1M2
9.045531687,0.09,Lin.M
4.358360056,0.085,c5.large
6.548206785,0.1,m4.large
5.936423377,0.0464,t2.medium
6.310073481,0.023,t2.small
1,0.0752,t3a.large
1.809989648,0.0376,t3a.medium
4.622127516,0.0188,t3a.small
5.061098301,0.0208,t3.small
5.035931308,0.0928,t2.large
6.916145475,0.0832,B2ms
8.347701386,0.095,N1s2
9.487866197,0.015,Lin.G
4.184796468,0.1,c4.large
6.20891099,0.085,F2s
8.310912673,0.0709,N1cc
10,0.045,Lin.C
6.77788152,0.133,r4.large
6.079639408,0.126,E2s
8.358054815,0.1184,N1M2
9.573517048,0.09,Lin.M
3.132820041,0.085,c5.large
6.027229641,0.1,m4.large
5.941105919,0.0464,t2.medium
6.01998923,0.023,t2.small
1,0.0752,t3a.large
3.129097794,0.0376,t3a.medium
8.403318046,0.0188,t3a.small
4.100869354,0.0208,t3.small
4.969490789,0.0928,t2.large
6.543197384,0.0832,B2ms
8.807193526,0.095,N1s2
9.711096854,0.015,Lin.G
4.48244548,0.1,c4.large
6.086759715,0.085,F2s
8.866424032,0.0709,N1cc
10,0.045,Lin.C
7.355898604,0.133,r4.large
6.216353631,0.126,E2s
8.822782513,0.1184,N1M2
9.277215667,0.09,Lin.M
3.831423271,0.085,c5.large
6.263928677,0.1,m4.large
5.890214816,0.0464,t2.medium
6.136650823,0.023,t2.small
1,0.0752,t3a.large
2.371914304,0.0376,t3a.medium
6.194133598,0.0188,t3a.small
4.643382734,0.0208,t3.small
4.994562416,0.0928,t2.large
6.809123731,0.0832,B2ms
8.748842161,0.095,N1s2
9.659501985,0.015,Lin.G
4.450979058,0.1,c4.large
6.158438595,0.085,F2s
8.785472369,0.0709,N1cc
10,0.045,Lin.C
7.288585586,0.133,r4.large
6.286322673,0.126,E2s
8.761544921,0.1184,N1M2
9.346182168,0.09,Lin.M
3.680236069,0.085,c5.large
6.265345142,0.1,m4.large
5.942391159,0.0464,t2.medium
6.155610957,0.023,t2.small
1,0.0752,t3a.large
2.519904322,0.0376,t3a.medium
6.656314671,0.0188,t3a.small
4.528700064,0.0208,t3.small
4.969490789,0.0928,t2.large
6.543197384,0.0832,B2ms
8.807193526,0.095,N1s2
9.711096854,0.015,Lin.G
4.48244548,0.1,c4.large
6.086759715,0.085,F2s
8.866424032,0.0709,N1cc
10,0.045,Lin.C
7.355898604,0.133,r4.large
6.216353631,0.126,E2s
8.822782513,0.1184,N1M2
9.277215667,0.09,Lin.M
3.831423271,0.085,c5.large
6.263928677,0.1,m4.large
5.890214816,0.0464,t2.medium
6.136650823,0.023,t2.small
1,0.0752,t3a.large
2.371914304,0.0376,t3a.medium
6.194133598,0.0188,t3a.small
4.643382734,0.0208,t3.small
4.831277731,0.0928,t2.large
6.68335916,0.0832,B2ms
9.71171059,0.095,N1s2
9.960329004,0.015,Lin.G
5.255037474,0.1,c4.large
6.088076778,0.085,F2s
10,0.0709,N1cc
9.840289031,0.045,Lin.C
8.566172705,0.133,r4.large
6.898732321,0.126,E2s
9.752321661,0.1184,N1M2
8.552032633,0.09,Lin.M
5.145939549,0.085,c5.large
6.829568594,0.1,m4.large
5.979004775,0.0464,t2.medium
6.570636763,0.023,t2.small
1,0.0752,t3a.large
1.20937957,0.0376,t3a.medium
2.572174286,0.0188,t3a.small
5.700021077,0.0208,t3.small
4.815423165,0.0928,t2.large
6.136046638,0.0832,B2ms
9.62018045,0.095,N1s2
10,0.015,Lin.G
5.111306547,0.1,c4.large
5.89310844,0.085,F2s
9.876902852,0.0709,N1cc
9.875122388,0.045,Lin.C
8.425744222,0.133,r4.large
6.621709789,0.126,E2s
9.659907929,0.1184,N1M2
8.582311756,0.09,Lin.M
5.125932996,0.085,c5.large
6.708628741,0.1,m4.large
5.835229086,0.0464,t2.medium
6.368595498,0.023,t2.small
1,0.0752,t3a.large
1.181398422,0.0376,t3a.medium
2.471286356,0.0188,t3a.small
5.65050536,0.0208,t3.small
4.811994379,0.0928,t2.large
6.077570034,0.0832,B2ms
9.606253733,0.095,N1s2
10,0.015,Lin.G
5.093831631,0.1,c4.large
5.870861966,0.085,F2s
9.859358292,0.0709,N1cc
9.875121686,0.045,Lin.C
8.406969324,0.133,r4.large
6.590115021,0.126,E2s
9.645929134,0.1184,N1M2
8.582884606,0.09,Lin.M
5.12046122,0.085,c5.large
6.69306856,0.1,m4.large
5.818020681,0.0464,t2.medium
6.344994131,0.023,t2.small
1,0.0752,t3a.large
1.178728142,0.0376,t3a.medium
2.46358285,0.0188,t3a.small
5.642102594,0.0208,t3.small
4.818158258,0.0928,t2.large
6.186074448,0.0832,B2ms
9.630404599,0.095,N1s2
10,0.015,Lin.G
5.123956801,0.1,c4.large
5.912063835,0.085,F2s
9.889525776,0.0709,N1cc
9.876286808,0.045,Lin.C
8.439131602,0.133,r4.large
6.647071077,0.126,E2s
9.670325574,0.1184,N1M2
8.58419547,0.09,Lin.M
5.126501977,0.085,c5.large
6.72043125,0.1,m4.large
5.849239272,0.0464,t2.medium
6.387611647,0.023,t2.small
1,0.0752,t3a.large
1.184448724,0.0376,t3a.medium
2.486671643,0.0188,t3a.small
5.654466213,0.0208,t3.small
4.811370273,0.0928,t2.large
6.067041456,0.0832,B2ms
9.603686753,0.095,N1s2
10,0.015,Lin.G
5.09060456,0.1,c4.large
5.866853952,0.085,F2s
9.856115466,0.0709,N1cc
9.875162487,0.045,Lin.C
8.403494813,0.133,r4.large
6.584367825,0.126,E2s
9.643357973,0.1184,N1M2
8.583071278,0.09,Lin.M
5.119331599,0.085,c5.large
6.690213965,0.1,m4.large
5.814897522,0.0464,t2.medium
6.340703512,0.023,t2.small
1,0.0752,t3a.large
1.178275043,0.0376,t3a.medium
2.462505797,0.0188,t3a.small
5.640476336,0.0208,t3.small
4.81035076,0.0928,t2.large
6.049630365,0.0832,B2ms
9.599553707,0.095,N1s2
10,0.015,Lin.G
5.085419752,0.1,c4.large
5.860230692,0.085,F2s
9.850910765,0.0709,N1cc
9.875152981,0.045,Lin.C
8.397926118,0.133,r4.large
6.574973936,0.126,E2s
9.639208269,0.1184,N1M2
8.583222832,0.09,Lin.M
5.117735095,0.085,c5.large
6.685593005,0.1,m4.large
5.809779305,0.0464,t2.medium
6.333685646,0.023,t2.small
1,0.0752,t3a.large
1.177473169,0.0376,t3a.medium
2.460141244,0.0188,t3a.small
5.638000099,0.0208,t3.small
4.70379502,0.0928,t2.large
8.249286372,0.0832,B2ms
9.614700698,0.095,N1s2
9.39983099,0.015,Lin.G
5.550525592,0.1,c4.large
6.500691901,0.085,F2s
10,0.0709,N1cc
9.293857979,0.045,Lin.C
8.694575091,0.133,r4.large
7.558675988,0.126,E2s
9.655197841,0.1184,N1M2
8.07428887,0.09,Lin.M
5.043810097,0.085,c5.large
6.96790373,0.1,m4.large
6.229614768,0.0464,t2.medium
6.991317674,0.023,t2.small
1,0.0752,t3a.large
1.290544609,0.0376,t3a.medium
2.778327259,0.0188,t3a.small
5.664449405,0.0208,t3.small
4.738403252,0.0928,t2.large
7.702718314,0.0832,B2ms
9.640737382,0.095,N1s2
9.563727209,0.015,Lin.G
5.463496463,0.1,c4.large
6.34733537,0.085,F2s
10,0.0709,N1cc
9.44064213,0.045,Lin.C
8.658331558,0.133,r4.large
7.336501717,0.126,E2s
9.67946456,0.1184,N1M2
8.188422133,0.09,Lin.M
5.111559919,0.085,c5.large
6.920811433,0.1,m4.large
6.138503732,0.0464,t2.medium
6.845764182,0.023,t2.small
1,0.0752,t3a.large
1.25533112,0.0376,t3a.medium
2.609150283,0.0188,t3a.small
5.698387888,0.0208,t3.small
4.824465992,0.0928,t2.large
6.286727792,0.0832,B2ms
9.657044426,0.095,N1s2
10,0.015,Lin.G
5.157754782,0.1,c4.large
5.950527405,0.085,F2s
9.923513828,0.0709,N1cc
9.87443313,0.045,Lin.C
8.475682601,0.133,r4.large
6.704134669,0.126,E2s
9.696800286,0.1184,N1M2
8.579448236,0.09,Lin.M
5.142547651,0.085,c5.large
6.749647347,0.1,m4.large
5.880083408,0.0464,t2.medium
6.430143501,0.023,t2.small
1,0.0752,t3a.large
1.188143642,0.0376,t3a.medium
2.486200496,0.0188,t3a.small
5.674139415,0.0208,t3.small
4.829289381,0.0928,t2.large
7.078132623,0.0832,B2ms
9.594091492,0.095,N1s2
9.801843497,0.015,Lin.G
5.408916062,0.1,c4.large
6.477682393,0.085,F2s
10,0.0709,N1cc
9.708683408,0.045,Lin.C
8.47187403,0.133,r4.large
6.942217909,0.126,E2s
9.624924995,0.1184,N1M2
8.50267105,0.09,Lin.M
5.092224442,0.085,c5.large
6.780281665,0.1,m4.large
6.166211468,0.0464,t2.medium
6.979645391,0.023,t2.small
1,0.0752,t3a.large
1.382766004,0.0376,t3a.medium
3.01342261,0.0188,t3a.small
5.764271611,0.0208,t3.small
4.893932119,0.0928,t2.large
6.859425516,0.0832,B2ms
9.706057643,0.095,N1s2
10,0.015,Lin.G
5.257812904,0.1,c4.large
6.236285917,0.085,F2s
9.995269974,0.0709,N1cc
9.924866136,0.045,Lin.C
8.53071683,0.133,r4.large
6.925612244,0.126,E2s
9.737115326,0.1184,N1M2
8.705529321,0.09,Lin.M
5.05022729,0.085,c5.large
6.848393959,0.1,m4.large
6.074237772,0.0464,t2.medium
6.688605512,0.023,t2.small
1,0.0752,t3a.large
1.319431747,0.0376,t3a.medium
2.940752015,0.0188,t3a.small
5.658295967,0.0208,t3.small
4.879625949,0.0928,t2.large
6.617121802,0.0832,B2ms
9.646071563,0.095,N1s2
10,0.015,Lin.G
5.175395785,0.1,c4.large
6.133467561,0.085,F2s
9.914448975,0.0709,N1cc
9.927456967,0.045,Lin.C
8.449362035,0.133,r4.large
6.794199845,0.126,E2s
9.677011286,0.1184,N1M2
8.712891358,0.09,Lin.M
5.017095538,0.085,c5.large
6.783432176,0.1,m4.large
5.997263665,0.0464,t2.medium
6.576190148,0.023,t2.small
1,0.0752,t3a.large
1.306757729,0.0376,t3a.medium
2.917102346,0.0188,t3a.small
5.611398344,0.0208,t3.small
4.868522134,0.0928,t2.large
6.491317151,0.0832,B2ms
9.624052454,0.095,N1s2
10,0.015,Lin.G
5.138543445,0.1,c4.large
6.070698127,0.085,F2s
9.881867588,0.0709,N1cc
9.92375426,0.045,Lin.C
8.420593383,0.133,r4.large
6.73555812,0.126,E2s
9.655862491,0.1184,N1M2
8.70334812,0.09,Lin.M
5.014102545,0.085,c5.large
6.755665613,0.1,m4.large
5.953625072,0.0464,t2.medium
6.512125719,0.023,t2.small
1,0.0752,t3a.large
1.288729619,0.0376,t3a.medium
2.864495215,0.0188,t3a.small
5.595642551,0.0208,t3.small
4.807231378,0.0928,t2.large
6.044231732,0.0832,B2ms
9.582484122,0.095,N1s2
10,0.015,Lin.G
5.061367951,0.1,c4.large
5.856942013,0.085,F2s
9.826762978,0.0709,N1cc
9.886209425,0.045,Lin.C
8.371098648,0.133,r4.large
6.555962434,0.126,E2s
9.623711229,0.1184,N1M2
8.605632455,0.09,Lin.M
5.077391761,0.085,c5.large
6.669559294,0.1,m4.large
5.800498226,0.0464,t2.medium
6.319999265,0.023,t2.small
1,0.0752,t3a.large
1.18102924,0.0376,t3a.medium
2.539665069,0.0188,t3a.small
5.605864139,0.0208,t3.small
4.633440312,0.0928,t2.large
6.318829893,0.0832,B2ms
9.038883611,0.095,N1s2
9.821038644,0.015,Lin.G
4.977152228,0.1,c4.large
5.783914124,0.085,F2s
9.070476207,0.0709,N1cc
10,0.045,Lin.C
7.874823842,0.133,r4.large
6.28898008,0.126,E2s
8.984786612,0.1184,N1M2
8.298616216,0.09,Lin.M
4.969065989,0.085,c5.large
6.43695486,0.1,m4.large
5.643722992,0.0464,t2.medium
6.053030115,0.023,t2.small
1,0.0752,t3a.large
1.344740314,0.0376,t3a.medium
2.999123304,0.0188,t3a.small
5.50375606,0.0208,t3.small
4.728913303,0.0928,t2.large
6.439425016,0.0832,B2ms
8.697386042,0.095,N1s2
9.677925787,0.015,Lin.G
4.693028878,0.1,c4.large
5.859931653,0.085,F2s
8.647939083,0.0709,N1cc
10,0.045,Lin.C
7.440293434,0.133,r4.large
6.098610048,0.126,E2s
8.637723169,0.1184,N1M2
8.5942847,0.09,Lin.M
4.382992257,0.085,c5.large
6.25619191,0.1,m4.large
5.620619616,0.0464,t2.medium
5.974967878,0.023,t2.small
1,0.0752,t3a.large
1.784792535,0.0376,t3a.medium
4.455325669,0.0188,t3a.small
5.033900059,0.0208,t3.small
4.915704023,0.0928,t2.large
6.697675549,0.0832,B2ms
7.954109258,0.095,N1s2
9.373434288,0.015,Lin.G
4.157835848,0.1,c4.large
6.046343668,0.085,F2s
7.749886315,0.0709,N1cc
10,0.045,Lin.C
6.484440845,0.133,r4.large
5.728844574,0.126,E2s
7.896017895,0.1184,N1M2
9.204744853,0.09,Lin.M
3.194327092,0.085,c5.large
5.869357615,0.1,m4.large
5.58254062,0.0464,t2.medium
5.816607054,0.023,t2.small
1,0.0752,t3a.large
3.053704833,0.0376,t3a.medium
8.072975389,0.0188,t3a.small
4.091619252,0.0208,t3.small
4.800172822,0.0928,t2.large
6.316344154,0.0832,B2ms
8.331257369,0.095,N1s2
9.551579218,0.015,Lin.G
4.416010995,0.1,c4.large
5.888618771,0.085,F2s
8.216853418,0.0709,N1cc
10,0.045,Lin.C
6.961256927,0.133,r4.large
5.810355057,0.126,E2s
8.270198538,0.1184,N1M2
8.862560026,0.09,Lin.M
3.872349584,0.085,c5.large
6.030894364,0.1,m4.large
5.558225817,0.0464,t2.medium
5.859786899,0.023,t2.small
1,0.0752,t3a.large
2.324171763,0.0376,t3a.medium
5.955299781,0.0188,t3a.small
4.624618186,0.0208,t3.small
4.838575061,0.0928,t2.large
6.581060361,0.0832,B2ms
8.286952207,0.095,N1s2
9.509916485,0.015,Lin.G
4.392968515,0.1,c4.large
5.967253636,0.085,F2s
8.151342879,0.0709,N1cc
10,0.045,Lin.C
6.915186995,0.133,r4.large
5.890455827,0.126,E2s
8.224506626,0.1184,N1M2
8.940073704,0.09,Lin.M
3.726141911,0.085,c5.large
6.047503321,0.1,m4.large
5.606585621,0.0464,t2.medium
5.893928876,0.023,t2.small
1,0.0752,t3a.large
2.466959648,0.0376,t3a.medium
6.394924427,0.0188,t3a.small
4.512372208,0.0208,t3.small
4.800172822,0.0928,t2.large
6.316344154,0.0832,B2ms
8.331257369,0.095,N1s2
9.551579218,0.015,Lin.G
4.416010995,0.1,c4.large
5.888618771,0.085,F2s
8.216853418,0.0709,N1cc
10,0.045,Lin.C
6.961256927,0.133,r4.large
5.810355057,0.126,E2s
8.270198538,0.1184,N1M2
8.862560026,0.09,Lin.M
3.872349584,0.085,c5.large
6.030894364,0.1,m4.large
5.558225817,0.0464,t2.medium
5.859786899,0.023,t2.small
1,0.0752,t3a.large
2.324171763,0.0376,t3a.medium
5.955299781,0.0188,t3a.small
4.624618186,0.0208,t3.small
4.61385517,0.0928,t2.large
6.529871,0.0832,B2ms
9.211896422,0.095,N1s2
9.873420071,0.015,Lin.G
5.183469332,0.1,c4.large
5.907986381,0.085,F2s
9.309213577,0.0709,N1cc
10,0.045,Lin.C
8.102168094,0.133,r4.large
6.477982947,0.126,E2s
9.160091417,0.1184,N1M2
8.188830871,0.09,Lin.M
5.215306192,0.085,c5.large
6.557448833,0.1,m4.large
5.749438953,0.0464,t2.medium
6.248398034,0.023,t2.small
1,0.0752,t3a.large
1.210308156,0.0376,t3a.medium
2.548864098,0.0188,t3a.small
5.738734402,0.0208,t3.small
4.581373841,0.0928,t2.large
5.964147834,0.0832,B2ms
9.09872949,0.095,N1s2
9.878538252,0.015,Lin.G
5.023419799,0.1,c4.large
5.695165215,0.085,F2s
9.166418714,0.0709,N1cc
10,0.045,Lin.C
7.936188671,0.133,r4.large
6.182828617,0.126,E2s
9.047082453,0.1184,N1M2
8.192686246,0.09,Lin.M
5.178734748,0.085,c5.large
6.414835456,0.1,m4.large
5.587911341,0.0464,t2.medium
6.026515929,0.023,t2.small
1,0.0752,t3a.large
1.181341066,0.0376,t3a.medium
2.444768426,0.0188,t3a.small
5.670967327,0.0208,t3.small
4.578154882,0.0928,t2.large
5.906093726,0.0832,B2ms
9.086258841,0.095,N1s2
9.878705419,0.015,Lin.G
5.006059011,0.1,c4.large
5.673213152,0.085,F2s
9.150648948,0.0709,N1cc
10,0.045,Lin.C
7.918019198,0.133,r4.large
6.151856956,0.126,E2s
9.03465787,0.1184,N1M2
8.193670265,0.09,Lin.M
5.173288206,0.085,c5.large
6.399542371,0.1,m4.large
5.57097301,0.0464,t2.medium
6.003260263,0.023,t2.small
1,0.0752,t3a.large
1.178667554,0.0376,t3a.medium
2.437212575,0.0188,t3a.small
5.662623646,0.0208,t3.small
4.584395601,0.0928,t2.large
6.013188488,0.0832,B2ms
9.106999833,0.095,N1s2
9.877452135,0.015,Lin.G
5.035616306,0.1,c4.large
5.713414727,0.085,F2s
9.176793926,0.0709,N1cc
10,0.045,Lin.C
7.948536078,0.133,r4.large
6.207190122,0.126,E2s
9.055392364,0.1184,N1M2
8.193409386,0.09,Lin.M
5.178869798,0.085,c5.large
6.426018757,0.1,m4.large
5.601266101,0.0464,t2.medium
6.044879669,0.023,t2.small
1,0.0752,t3a.large
1.184404806,0.0376,t3a.medium
2.45941708,0.0188,t3a.small
5.674351867,0.0208,t3.small
4.57758481,0.0928,t2.large
5.895619629,0.0832,B2ms
9.083929214,0.095,N1s2
9.878702347,0.015,Lin.G
5.002840082,0.1,c4.large
5.669242338,0.085,F2s
9.147700141,0.0709,N1cc
10,0.045,Lin.C
7.914635471,0.133,r4.large
6.146205759,0.126,E2s
9.0323393,0.1184,N1M2
8.193902545,0.09,Lin.M
5.172148635,0.085,c5.large
6.396722239,0.1,m4.large
5.56788359,0.0464,t2.medium
5.999019516,0.023,t2.small
1,0.0752,t3a.large
1.178214235,0.0376,t3a.medium
2.436140739,0.0188,t3a.small
5.660989566,0.0208,t3.small
4.576624177,0.0928,t2.large
5.878338933,0.0832,B2ms
9.080235263,0.095,N1s2
9.878759655,0.015,Lin.G
4.997691979,0.1,c4.large
5.662710212,0.085,F2s
9.143029576,0.0709,N1cc
10,0.045,Lin.C
7.909251066,0.133,r4.large
6.137000906,0.126,E2s
9.028658448,0.1184,N1M2
8.19418297,0.09,Lin.M
5.170562913,0.085,c5.large
6.392183812,0.1,m4.large
5.562849135,0.0464,t2.medium
5.99210726,0.023,t2.small
1,0.0752,t3a.large
1.177411328,0.0376,t3a.medium
2.433824965,0.0188,t3a.small
5.658535078,0.0208,t3.small
4.728712854,0.0928,t2.large
8.565841029,0.0832,B2ms
9.635510722,0.095,N1s2
9.861889894,0.015,Lin.G
5.777909378,0.1,c4.large
6.676455569,0.085,F2s
9.844539513,0.0709,N1cc
10,0.045,Lin.C
8.721215797,0.133,r4.large
7.553537342,0.126,E2s
9.582515919,0.1184,N1M2
8.16388073,0.09,Lin.M
5.38002831,0.085,c5.large
7.083598671,0.1,m4.large
6.338154088,0.0464,t2.medium
7.056582112,0.023,t2.small
1,0.0752,t3a.large
1.311159124,0.0376,t3a.medium
2.865589832,0.0188,t3a.small
6.009807995,0.0208,t3.small
4.685561606,0.0928,t2.large
7.861102673,0.0832,B2ms
9.514806877,0.095,N1s2
9.876736067,0.015,Lin.G
5.600726048,0.1,c4.large
6.414034544,0.085,F2s
9.693057277,0.0709,N1cc
10,0.045,Lin.C
8.541327177,0.133,r4.large
7.202032007,0.126,E2s
9.461298326,0.1184,N1M2
8.15478688,0.09,Lin.M
5.374581914,0.085,c5.large
6.921533045,0.1,m4.large
6.145547684,0.0464,t2.medium
6.791707863,0.023,t2.small
1,0.0752,t3a.large
1.268214086,0.0376,t3a.medium
2.662162339,0.0188,t3a.small
5.958299571,0.0208,t3.small
4.589529801,0.0928,t2.large
6.114114695,0.0832,B2ms
9.132269369,0.095,N1s2
9.878668171,0.015,Lin.G
5.069788372,0.1,c4.large
5.75209708,0.085,F2s
9.208900098,0.0709,N1cc
10,0.045,Lin.C
7.984887306,0.133,r4.large
6.263930223,0.126,E2s
9.080450653,0.1184,N1M2
8.189251913,0.09,Lin.M
5.195526158,0.085,c5.large
6.4554031,0.1,m4.large
5.632288199,0.0464,t2.medium
6.087390926,0.023,t2.small
1,0.0752,t3a.large
1.188072245,0.0376,t3a.medium
2.459663355,0.0188,t3a.small
5.69475733,0.0208,t3.small
4.675585243,0.0928,t2.large
7.012010908,0.0832,B2ms
