a2cloud_score,Cost(per hour USD),Instance,cluster
5.8708619660000005,0.085,F2s,2
6.098610047999999,0.126,E2s,2
6.384306473,0.085,F2s,2
10.0,0.0709,N1cc,0
5.170562913,0.085,c5.large,3
5.463496462999999,0.1,c4.large,3
2.917102346,0.0188,t3a.small,1
5.974967877999999,0.023,t2.small,2
2.940752015,0.0188,t3a.small,1
8.613841459,0.045,Lin.C,0
9.166418714,0.0709,N1cc,0
6.576190147999999,0.023,t2.small,2
8.417829762,0.133,r4.large,0
6.6976755489999995,0.0832,B2ms,2
8.192686246000001,0.09,Lin.M,0
8.463719656,0.09,Lin.M,0
6.086759715,0.085,F2s,2
4.969065989,0.085,c5.large,3
9.876736067000001,0.015,Lin.G,0
6.387611647000001,0.023,t2.small,2
5.50375606,0.0208,t3.small,3
1.0,0.0752,t3a.large,1
2.85657944,0.0188,t3a.small,1
5.953625072,0.0464,t2.medium,2
6.512125719,0.023,t2.small,2
3.1290977939999998,0.0376,t3a.medium,1
9.246605955,0.095,N1s2,0
5.893250703,0.0832,B2ms,2
2.880797677,0.0188,t3a.small,1
4.715556937,0.085,c5.large,3
6.524027331,0.1,m4.large,2
9.373014402999999,0.015,Lin.G,0
10.0,0.015,Lin.G,0
5.658535078,0.0208,t3.small,2
6.4540998179999995,0.0188,t3a.small,2
5.888618771,0.085,F2s,2
10.0,0.045,Lin.C,0
5.734278827000001,0.085,F2s,2
4.782939842,0.0928,t2.large,3
1.0,0.0752,t3a.large,1
6.920811433,0.1,m4.large,2
9.83943381,0.015,Lin.G,0
4.8113702730000005,0.0928,t2.large,3
5.776285574,0.085,F2s,2
6.643977121,0.1,m4.large,2
7.805149574,0.0832,B2ms,0
8.298616216000001,0.09,Lin.M,0
4.57758481,0.0928,t2.large,3
4.744250322,0.0928,t2.large,3
6.921533045,0.1,m4.large,2
3.194327092,0.085,c5.large,1
5.747708724,0.085,F2s,2
8.102168094,0.133,r4.large,0
5.643722992000001,0.0464,t2.medium,2
1.0,0.0752,t3a.large,1
5.810355057000001,0.126,E2s,2
6.6470710770000005,0.126,E2s,2
9.876286808,0.045,Lin.C,0
9.112097197999999,0.0709,N1cc,0
10.0,0.0709,N1cc,0
5.558225817,0.0464,t2.medium,2
9.440579977999999,0.095,N1s2,0
2.462505797,0.0188,t3a.small,1
6.3041572079999995,0.085,F2s,2
2.4001234819999997,0.0188,t3a.small,1
10.0,0.0709,N1cc,0
10.0,0.015,Lin.G,0
6.328425102000001,0.023,t2.small,2
1.0,0.0752,t3a.large,1
8.371098648,0.133,r4.large,0
5.658295967000001,0.0208,t3.small,2
2.662162339,0.0188,t3a.small,1
9.208900097999999,0.0709,N1cc,0
5.284106962,0.0208,t3.small,3
2.393656015,0.0188,t3a.small,1
6.529871,0.0832,B2ms,2
1.0,0.0752,t3a.large,1
4.620955797,0.0928,t2.large,3
6.211273757000001,0.085,F2s,2
5.654122828999999,0.0208,t3.small,2
9.139661438,0.095,N1s2,0
4.666373758,0.085,c5.large,3
9.484352151,0.015,Lin.G,0
3.786307339,0.085,c5.large,3
1.0,0.0752,t3a.large,1
7.948536077999999,0.133,r4.large,0
9.176793926,0.0709,N1cc,0
8.862560026,0.09,Lin.M,0
8.582311756000001,0.09,Lin.M,0
2.539665069,0.0188,t3a.small,1
8.19418297,0.09,Lin.M,0
5.997263665,0.0464,t2.medium,2
5.840892597000001,0.0464,t2.medium,2
2.433824965,0.0188,t3a.small,1
4.702400593,0.085,c5.large,3
5.069788372,0.1,c4.large,3
1.0,0.0752,t3a.large,1
9.878538252,0.015,Lin.G,0
6.021826602000001,0.0464,t2.medium,2
7.251651316,0.126,E2s,2
10.0,0.045,Lin.C,0
6.310073481,0.023,t2.small,2
10.0,0.0709,N1cc,0
3.786307339,0.085,c5.large,3
1.177411328,0.0376,t3a.medium,1
6.28898008,0.126,E2s,2
6.049630365,0.0832,B2ms,2
5.6843419,0.0464,t2.medium,2
6.396722239,0.1,m4.large,2
5.550000459,0.0464,t2.medium,2
4.985438887,0.1,c4.large,3
7.917066547,0.133,r4.large,0
6.543197384,0.0832,B2ms,2
8.449362035,0.133,r4.large,0
9.272064745,0.1184,N1M2,0
1.2857585459999998,0.0376,t3a.medium,1
9.167031032999999,0.1184,N1M2,0
9.50137029,0.015,Lin.G,0
8.151342879,0.0709,N1cc,0
6.4530771389999995,0.023,t2.small,2
6.086759715,0.085,F2s,2
8.445491383,0.09,Lin.M,0
4.6755852430000004,0.0928,t2.large,3
6.414034544,0.085,F2s,2
9.610415769,0.015,Lin.G,0
9.005785595,0.1184,N1M2,0
1.344740314,0.0376,t3a.medium,1
5.751957045,0.0464,t2.medium,2
5.202310958,0.0208,t3.small,3
10.0,0.045,Lin.C,0
6.636817945,0.1,m4.large,2
5.017095538,0.085,c5.large,3
10.0,0.0709,N1cc,0
5.642102594,0.0208,t3.small,2
1.18102924,0.0376,t3a.medium,1
4.70379502,0.0928,t2.large,3
9.92375426,0.045,Lin.C,0
10.0,0.0709,N1cc,0
1.0,0.0752,t3a.large,1
5.6709673270000005,0.0208,t3.small,2
7.896017895,0.1184,N1M2,0
6.685593005,0.1,m4.large,2
9.886209425,0.045,Lin.C,0
5.890350493,0.0464,t2.medium,2
9.238071522,0.0709,N1cc,0
5.75209708,0.085,F2s,2
7.151884886,0.0832,B2ms,2
9.02542334,0.1184,N1M2,0
5.880532567,0.085,F2s,2
9.056562497,0.095,N1s2,0
9.924866136,0.045,Lin.C,0
8.405584803,0.133,r4.large,0
6.392183812000001,0.1,m4.large,2
6.89907532,0.126,E2s,2
5.762845636000001,0.0464,t2.medium,2
5.859931652999999,0.085,F2s,2
9.609185256,0.095,N1s2,0
4.79142064,0.1,c4.large,3
4.655503425,0.0928,t2.large,3
5.085419752,0.1,c4.large,3
9.341522695,0.095,N1s2,0
9.463509993999999,0.095,N1s2,0
8.436739487999999,0.09,Lin.M,0
1.0,0.0752,t3a.large,1
9.821038644,0.015,Lin.G,0
10.0,0.045,Lin.C,0
8.15478688,0.09,Lin.M,0
6.448860617,0.023,t2.small,2
4.790831899,0.0928,t2.large,3
8.189251913,0.09,Lin.M,0
8.822782513,0.1184,N1M2,0
6.73555812,0.126,E2s,2
9.708683407999999,0.045,Lin.C,0
5.0060590110000005,0.1,c4.large,3
2.572174286,0.0188,t3a.small,1
4.555014862,0.1,c4.large,3
9.927456967000001,0.045,Lin.C,0
5.215306192,0.085,c5.large,3
4.632562109,0.0928,t2.large,3
5.562849135,0.0464,t2.medium,2
5.890214816,0.0464,t2.medium,2
4.994562416,0.0928,t2.large,3
4.829289381000001,0.0928,t2.large,3
5.856942012999999,0.085,F2s,2
6.155155474,0.023,t2.small,2
6.003260263,0.023,t2.small,2
2.471286356,0.0188,t3a.small,1
5.700021077000001,0.0208,t3.small,2
8.552032633,0.09,Lin.M,0
9.596551507000001,0.1184,N1M2,0
4.642738555,0.0928,t2.large,3
8.397346685,0.133,r4.large,0
6.6886055120000005,0.023,t2.small,2
8.541327177000001,0.133,r4.large,0
9.067433952,0.095,N1s2,0
4.643382733999999,0.0208,t3.small,3
8.402175397999999,0.133,r4.large,0
1.0,0.0752,t3a.large,1
6.584367825,0.126,E2s,2
8.270198537999999,0.1184,N1M2,0
9.267188536,0.095,N1s2,0
5.7585647170000005,0.085,F2s,2
8.532711614,0.133,r4.large,0
5.2833683339999995,0.0208,t3.small,3
8.315040576,0.09,Lin.M,0
4.895820993,0.1,c4.large,3
6.155610957,0.023,t2.small,2
7.87750833,0.133,r4.large,0
1.177473169,0.0376,t3a.medium,1
4.92860407,0.1,c4.large,3
6.444682295,0.1,m4.large,2
9.39983099,0.015,Lin.G,0
6.34733537,0.085,F2s,2
6.324980307000001,0.023,t2.small,2
2.865589832,0.0188,t3a.small,1
5.764271611,0.0208,t3.small,2
8.582884606,0.09,Lin.M,0
8.406969324,0.133,r4.large,0
5.818020681,0.0464,t2.medium,2
4.157835848,0.1,c4.large,3
6.783432176,0.1,m4.large,2
9.670228478,0.1184,N1M2,0
1.35396079,0.0376,t3a.medium,1
9.692156577,0.1184,N1M2,0
9.563727209,0.015,Lin.G,0
4.1095159510000006,0.0208,t3.small,3
6.053030115,0.023,t2.small,2
5.077391761,0.085,c5.large,3
5.587911341,0.0464,t2.medium,2
2.661539295,0.0188,t3a.small,1
1.269765043,0.0376,t3a.medium,1
9.646071563,0.095,N1s2,0
8.404648702000001,0.133,r4.large,0
5.664449405,0.0208,t3.small,2
10.0,0.045,Lin.C,0
4.796243769,0.0928,t2.large,3
5.65050536,0.0208,t3.small,2
9.87443313,0.045,Lin.C,0
5.172148635,0.085,c5.large,3
8.479481554,0.045,Lin.C,0
1.0,0.0752,t3a.large,1
6.368066483,0.085,F2s,2
2.576511703,0.0376,t3a.medium,1
9.594091492,0.095,N1s2,0
9.960329004,0.015,Lin.G,0
5.7779093779999995,0.1,c4.large,2
6.915186995,0.133,r4.large,2
10.0,0.0709,N1cc,0
8.787377395,0.095,N1s2,0
6.0008081639999995,0.085,F2s,2
2.999123304,0.0188,t3a.small,1
4.514548229,0.1,c4.large,3
6.333685646,0.023,t2.small,2
7.918019198,0.133,r4.large,0
9.606253732999999,0.095,N1s2,0
6.079639407999999,0.126,E2s,2
9.624052454,0.095,N1s2,0
6.074237772,0.0464,t2.medium,2
5.810355057000001,0.126,E2s,2
1.0,0.0752,t3a.large,1
6.133467561000001,0.085,F2s,2
8.13013312,0.133,r4.large,0
6.535291087,0.1,m4.large,2
5.749438952999999,0.0464,t2.medium,2
9.645929134,0.1184,N1M2,0
6.088076778,0.085,F2s,2
5.738000435,0.0464,t2.medium,2
9.550580364,0.095,N1s2,0
2.437212575,0.0188,t3a.small,1
7.083598671,0.1,m4.large,2
6.025807953999999,0.0464,t2.medium,2
6.017291267999999,0.0464,t2.medium,2
5.05022729,0.085,c5.large,3
4.883061662,0.1,c4.large,3
6.1518569560000005,0.126,E2s,2
7.803558526000001,0.133,r4.large,0
5.126501977,0.085,c5.large,3
8.406180591,0.133,r4.large,0
5.083608558,0.085,c5.large,3
9.923513827999999,0.0709,N1cc,0
5.595642551,0.0208,t3.small,2
6.047503321000001,0.1,m4.large,2
5.0938316310000005,0.1,c4.large,3
1.20937957,0.0376,t3a.medium,1
6.597594422,0.1,m4.large,2
9.504520395,0.015,Lin.G,0
6.3492649210000005,0.0832,B2ms,2
9.71171059,0.095,N1s2,0
1.2905446090000001,0.0376,t3a.medium,1
1.0,0.0752,t3a.large,1
8.509429837,0.09,Lin.M,0
10.0,0.0709,N1cc,0
9.614700698,0.095,N1s2,0
5.977130448,0.0464,t2.medium,2
6.286727792000001,0.0832,B2ms,2
4.777030396000001,0.085,c5.large,3
9.345953112,0.09,Lin.M,0
5.606561414,0.0208,t3.small,2
5.035931308,0.0928,t2.large,3
2.460141244,0.0188,t3a.small,1
9.329194602000001,0.015,Lin.G,0
9.875162487,0.045,Lin.C,0
9.878702347,0.015,Lin.G,0
9.62018045,0.095,N1s2,0
8.70334812,0.09,Lin.M,0
7.449893742,0.126,E2s,2
9.873420071,0.015,Lin.G,0
9.028658448,0.1184,N1M2,0
6.4260187570000005,0.1,m4.large,2
6.044231732,0.0832,B2ms,2
6.819435997999999,0.023,t2.small,2
1.1844487240000001,0.0376,t3a.medium,1
4.9771522280000005,0.1,c4.large,3
6.888734447999999,0.126,E2s,2
8.956885236,0.015,Lin.G,0
9.508605185,0.0709,N1cc,0
5.123956801,0.1,c4.large,3
4.416010995,0.1,c4.large,3
7.910602783,0.133,r4.large,0
5.971459275,0.0464,t2.medium,2
5.673213152000001,0.085,F2s,2
1.0,0.0752,t3a.large,1
6.693804331,0.023,t2.small,2
10.0,0.045,Lin.C,0
6.263930222999999,0.126,E2s,2
1.0,0.0752,t3a.large,1
6.2163536310000005,0.126,E2s,2
6.599310895,0.1,m4.large,2
4.747295756000001,0.085,c5.large,3
5.410877794,0.1,c4.large,3
5.126403488,0.085,c5.large,3
6.344994131,0.023,t2.small,2
2.825904436,0.0188,t3a.small,1
9.655197841,0.1184,N1M2,0
4.8244659919999995,0.0928,t2.large,3
10.0,0.045,Lin.C,0
5.5505255920000005,0.1,c4.large,2
9.509586537,0.015,Lin.G,0
7.702718314,0.0832,B2ms,2
1.389101446,0.0376,t3a.medium,1
5.725571955,0.0464,t2.medium,2
5.185775747,0.0928,t2.large,3
6.01480256,0.085,F2s,2
8.310912672999999,0.0709,N1cc,0
3.0537048330000003,0.0376,t3a.medium,1
6.279582914,0.0832,B2ms,2
6.789630852,0.0832,B2ms,2
5.601266101,0.0464,t2.medium,2
6.531882314,0.0832,B2ms,2
6.229267318,0.085,F2s,2
9.861889893999999,0.015,Lin.G,0
2.388661518,0.0188,t3a.small,1
6.316344153999999,0.0832,B2ms,2
9.52590934,0.095,N1s2,0
6.3685954979999995,0.023,t2.small,2
8.605632455,0.09,Lin.M,0
4.785733471,0.085,c5.large,3
1.171216005,0.0376,t3a.medium,1
6.092450134,0.085,F2s,2
6.991317673999999,0.023,t2.small,2
1.0,0.0752,t3a.large,1
9.844539512999999,0.0709,N1cc,0
9.670325574,0.1184,N1M2,0
7.306658699,0.0832,B2ms,2
6.780281665,0.1,m4.large,2
4.663396284,0.085,c5.large,3
4.643382733999999,0.0208,t3.small,3
8.807193526,0.095,N1s2,0
7.056582112,0.023,t2.small,2
4.929266664,0.0928,t2.large,3
5.298768562,0.0208,t3.small,3
4.455325669,0.0188,t3a.small,3
4.90063871,0.1,c4.large,3
5.8597868989999995,0.023,t2.small,2
6.590115021,0.126,E2s,2
8.579448236000001,0.09,Lin.M,0
1.0,0.0752,t3a.large,1
5.880083408,0.0464,t2.medium,2
6.845764182000001,0.023,t2.small,2
6.450879055,0.023,t2.small,2
4.622127516,0.0188,t3a.small,3
10.0,0.045,Lin.C,0
6.66414436,0.126,E2s,2
8.866424032000001,0.0709,N1cc,0
4.81035076,0.0928,t2.large,3
4.662013414,0.0208,t3.small,3
5.640476336,0.0208,t3.small,2
6.653342765,0.1,m4.large,2
8.637723169,0.1184,N1M2,0
1.235069428,0.0376,t3a.medium,1
5.861235914,0.085,F2s,2
6.5541378660000005,0.023,t2.small,2
1.0,0.0752,t3a.large,1
5.739195325,0.0464,t2.medium,2
1.0,0.0752,t3a.large,1
6.351991921000001,0.023,t2.small,2
5.1732882060000005,0.085,c5.large,3
8.631304242,0.09,Lin.M,0
5.662710212,0.085,F2s,2
2.8071000880000003,0.0188,t3a.small,1
7.355898604,0.133,r4.large,2
9.472066448,0.015,Lin.G,0
9.706057643,0.095,N1s2,0
9.794310714,0.09,Lin.M,0
6.5810603610000005,0.0832,B2ms,2
9.047082453,0.1184,N1M2,0
5.172082144,0.1,c4.large,3
7.355898604,0.133,r4.large,2
10.0,0.045,Lin.C,0
5.173884449,0.0928,t2.large,3
1.0,0.0752,t3a.large,1
8.270198537999999,0.1184,N1M2,0
1.0,0.0752,t3a.large,1
6.248398034,0.023,t2.small,2
8.193902545,0.09,Lin.M,0
9.603686753,0.095,N1s2,0
9.277215667,0.09,Lin.M,0
10.0,0.045,Lin.C,0
5.048379833,0.085,c5.large,3
6.818207684,0.126,E2s,2
4.818158258,0.0928,t2.large,3
7.111714932999999,0.133,r4.large,2
9.623711229,0.1184,N1M2,0
5.975094202,0.023,t2.small,2
9.373434288,0.015,Lin.G,0
6.013188488,0.0832,B2ms,2
6.708628741,0.1,m4.large,2
8.983135393,0.045,Lin.C,0
9.543776969,0.1184,N1M2,0
4.7384032519999995,0.0928,t2.large,3
5.69475733,0.0208,t3.small,2
2.8920187289999997,0.0188,t3a.small,1
4.748223548,0.0928,t2.large,3
2.987918657,0.0188,t3a.small,1
2.46358285,0.0188,t3a.small,1
9.553884897,0.095,N1s2,0
6.690213965,0.1,m4.large,2
4.215245072,0.1,c4.large,3
5.814897522000001,0.0464,t2.medium,2
5.154286512,0.1,c4.large,3
5.286665929,0.0208,t3.small,3
6.377540207999999,0.0832,B2ms,2
7.9667458689999995,0.09,Lin.M,0
6.961256927000001,0.133,r4.large,2
9.635510722000001,0.095,N1s2,0
8.404395256,0.133,r4.large,0
6.460494577,0.126,E2s,2
6.194133598,0.0188,t3a.small,2
10.0,0.045,Lin.C,0
8.420593383,0.133,r4.large,0
9.145178882,0.045,Lin.C,0
6.733015264,0.126,E2s,2
6.265345142,0.1,m4.large,2
9.624924995,0.1184,N1M2,0
9.872603012,0.015,Lin.G,0
9.640737382000001,0.095,N1s2,0
8.286572301,0.09,Lin.M,0
2.45941708,0.0188,t3a.small,1
4.544784309,0.0208,t3.small,3
6.4554031,0.1,m4.large,2
9.882167227,0.015,Lin.G,0
5.036460496,0.1,c4.large,3
9.582484122,0.095,N1s2,0
5.079015213,0.0928,t2.large,3
9.449759432999999,0.015,Lin.G,0
2.422992365,0.0376,t3a.medium,1
9.735400076,0.09,Lin.M,0
4.659044624,0.0928,t2.large,3
6.73046717,0.126,E2s,2
10.0,0.0709,N1cc,0
5.138543445,0.1,c4.large,3
8.47187403,0.133,r4.large,0
4.9308473489999995,0.1,c4.large,3
5.125932996,0.085,c5.large,3
5.738734402,0.0208,t3.small,2
1.0,0.0752,t3a.large,1
6.205011742999999,0.1,m4.large,2
6.25619191,0.1,m4.large,2
6.32861764,0.023,t2.small,2
9.554711784,0.095,N1s2,0
8.460681300000001,0.09,Lin.M,0
6.484440845,0.133,r4.large,2
8.072975389,0.0188,t3a.small,0
10.0,0.045,Lin.C,0
6.504700992999999,0.023,t2.small,2
9.978002834,0.09,Lin.M,0
6.067041456,0.0832,B2ms,2
9.309213577000001,0.0709,N1cc,0
9.551579217999999,0.015,Lin.G,0
1.0,0.0752,t3a.large,1
10.0,0.0709,N1cc,0
9.6886858,0.1184,N1M2,0
9.143029576,0.0709,N1cc,0
4.685561606,0.0928,t2.large,3
9.080235262999999,0.095,N1s2,0
5.061098301,0.0208,t3.small,3
9.248673337,0.045,Lin.C,0
3.6802360689999998,0.085,c5.large,3
6.925799522,0.126,E2s,2
1.0,0.0752,t3a.large,1
7.856111201,0.09,Lin.M,0
8.862560026,0.09,Lin.M,0
6.318829892999999,0.0832,B2ms,2
6.848393959,0.1,m4.large,2
10.0,0.015,Lin.G,0
4.382992257,0.085,c5.large,3
8.807193526,0.095,N1s2,0
4.77733014,0.085,c5.large,3
6.009807995,0.0208,t3.small,2
5.255037474,0.1,c4.large,3
9.277215667,0.09,Lin.M,0
9.869819865,0.015,Lin.G,0
2.389156046,0.0188,t3a.small,1
9.132269369,0.095,N1s2,0
8.53071683,0.133,r4.large,0
6.411135429,0.0832,B2ms,2
5.949336951,0.0464,t2.medium,2
9.225812165,0.095,N1s2,0
5.890214816,0.0464,t2.medium,2
5.600726047999999,0.1,c4.large,2
5.809779305,0.0464,t2.medium,2
1.181247079,0.0376,t3a.medium,1
9.643357972999999,0.1184,N1M2,0
1.0,0.0752,t3a.large,1
1.166453811,0.0376,t3a.medium,1
2.466959648,0.0376,t3a.medium,1
6.136650822999999,0.023,t2.small,2
8.53792149,0.09,Lin.M,0
6.166211467999999,0.0464,t2.medium,2
5.698387887999999,0.0208,t3.small,2
8.705529321,0.09,Lin.M,0
1.0,0.0752,t3a.large,1
8.58419547,0.09,Lin.M,0
9.211896422,0.095,N1s2,0
1.0,0.0752,t3a.large,1
6.979645391,0.023,t2.small,2
5.977130448,0.0464,t2.medium,2
5.745887572000001,0.0464,t2.medium,2
8.866424032000001,0.0709,N1cc,0
6.559325352999999,0.023,t2.small,2
1.0,0.0752,t3a.large,1
6.8295685939999995,0.1,m4.large,2
1.0,0.0752,t3a.large,1
6.60033302,0.1,m4.large,2
6.371473955,0.023,t2.small,2
8.188830871,0.09,Lin.M,0
4.898345153999999,0.1,c4.large,3
2.3241717630000003,0.0376,t3a.medium,1
6.543197384,0.0832,B2ms,2
8.188422133,0.09,Lin.M,0
6.704134669,0.126,E2s,2
2.469611452,0.0188,t3a.small,1
5.300368675,0.0208,t3.small,3
8.785472368999999,0.0709,N1cc,0
1.178728142,0.0376,t3a.medium,1
5.9503164889999995,0.085,F2s,2
9.444794822999999,0.0709,N1cc,0
4.970322706,0.1,c4.large,3
5.173884449,0.0928,t2.large,3
1.0,0.0752,t3a.large,1
5.985524391,0.0832,B2ms,2
5.655192959,0.085,F2s,2
4.915704023,0.0928,t2.large,3
7.954109258,0.095,N1s2,0
8.946813857,0.0709,N1cc,0
1.2861891890000001,0.0376,t3a.medium,1
4.358360056,0.085,c5.large,3
6.219293436,0.085,F2s,2
5.99210726,0.023,t2.small,2
2.459663355,0.0188,t3a.small,1
9.160091417,0.1184,N1M2,0
6.137000906,0.126,E2s,2
1.817329873,0.0376,t3a.medium,1
5.002840082,0.1,c4.large,3
5.816607053999999,0.023,t2.small,2
1.3515796519999999,0.0376,t3a.medium,1
1.0,0.0752,t3a.large,1
9.630404599,0.095,N1s2,0
9.995269974,0.0709,N1cc,0
4.792059624,0.0928,t2.large,3
5.942391159,0.0464,t2.medium,2
6.331386623999999,0.126,E2s,2
6.651670606000001,0.0832,B2ms,2
10.0,0.045,Lin.C,0
8.259412739,0.09,Lin.M,0
1.268214086,0.0376,t3a.medium,1
6.01998923,0.023,t2.small,2
7.558675987999999,0.126,E2s,2
9.551105673,0.095,N1s2,0
8.249286372,0.0832,B2ms,0
3.067805965,0.0188,t3a.small,1
10.0,0.045,Lin.C,0
6.607189065,0.1,m4.large,2
10.0,0.045,Lin.C,0
7.803558526000001,0.133,r4.large,0
