a2cloud_score,Cost(per hour USD),Instance
3.596212095,0.0928,t2.large
4.721721395,0.0832,B2ms
4.031996953,0.095,N1s2
5.242235258,0.015,Lin.G
2.312340244,0.1,c4.large
4.210689479,0.085,F2s
3.804893473,0.0709,N1cc
5.978271962,0.045,Lin.C
2.940800814,0.133,r4.large
3.428229551,0.126,E2s
4.033235816,0.1184,N1M2
6.398314515,0.09,Lin.M
