a2cloud_score,Cost(per hour USD),Instance
4.873968021,0.0928,t2.large
6.531882314,0.0832,B2ms
9.609185256,0.095,N1s2
10,0.015,Lin.G
5.085807026,0.1,c4.large
6.01050196,0.085,F2s
9.82956022,0.0709,N1cc
9.945245777,0.045,Lin.C
8.393924483,0.133,r4.large
6.757796071,0.126,E2s
9.645383301,0.1184,N1M2
8.737053065,0.09,Lin.M
4.941731938,0.085,c5.large
6.755322773,0.1,m4.large
5.930597584,0.0464,t2.medium
6.416637707,0.023,t2.small
1,0.0752,t3a.large
1.351579652,0.0376,t3a.medium
3.067805965,0.0188,t3a.small
5.516206383,0.0208,t3.small
4.929266664,0.0928,t2.large
6.678437793,0.0832,B2ms
9.246605955,0.095,N1s2
9.872603012,0.015,Lin.G
4.79142064,0.1,c4.large
6.086843714,0.085,F2s
9.378459461,0.0709,N1cc
10,0.045,Lin.C
7.917066547,0.133,r4.large
6.552767448,0.126,E2s
9.272064745,0.1184,N1M2
9.045531687,0.09,Lin.M
4.358360056,0.085,c5.large
6.548206785,0.1,m4.large
5.936423377,0.0464,t2.medium
6.310073481,0.023,t2.small
1,0.0752,t3a.large
1.809989648,0.0376,t3a.medium
4.622127516,0.0188,t3a.small
5.061098301,0.0208,t3.small
5.035931308,0.0928,t2.large
6.916145475,0.0832,B2ms
8.347701386,0.095,N1s2
9.487866197,0.015,Lin.G
4.184796468,0.1,c4.large
6.20891099,0.085,F2s
8.310912673,0.0709,N1cc
10,0.045,Lin.C
6.77788152,0.133,r4.large
6.079639408,0.126,E2s
8.358054815,0.1184,N1M2
9.573517048,0.09,Lin.M
3.132820041,0.085,c5.large
6.027229641,0.1,m4.large
5.941105919,0.0464,t2.medium
6.01998923,0.023,t2.small
1,0.0752,t3a.large
3.129097794,0.0376,t3a.medium
8.403318046,0.0188,t3a.small
4.100869354,0.0208,t3.small
4.969490789,0.0928,t2.large
6.543197384,0.0832,B2ms
8.807193526,0.095,N1s2
9.711096854,0.015,Lin.G
4.48244548,0.1,c4.large
6.086759715,0.085,F2s
8.866424032,0.0709,N1cc
10,0.045,Lin.C
7.355898604,0.133,r4.large
6.216353631,0.126,E2s
8.822782513,0.1184,N1M2
9.277215667,0.09,Lin.M
3.831423271,0.085,c5.large
6.263928677,0.1,m4.large
5.890214816,0.0464,t2.medium
6.136650823,0.023,t2.small
1,0.0752,t3a.large
2.371914304,0.0376,t3a.medium
6.194133598,0.0188,t3a.small
4.643382734,0.0208,t3.small
4.994562416,0.0928,t2.large
6.809123731,0.0832,B2ms
8.748842161,0.095,N1s2
9.659501985,0.015,Lin.G
4.450979058,0.1,c4.large
6.158438595,0.085,F2s
8.785472369,0.0709,N1cc
10,0.045,Lin.C
7.288585586,0.133,r4.large
6.286322673,0.126,E2s
8.761544921,0.1184,N1M2
9.346182168,0.09,Lin.M
3.680236069,0.085,c5.large
